sample_id,true_index,true_label,pred_index,pred_label,confidence,correct,prob_N,prob_V,prob_A,prob_L,prob_R
107:331552,1,V,0,N,0.2751047909259796,False,0.2751047909259796,0.6483896374702454,0.06415949016809464,0.010020246729254723,0.0023258263245224953
207:835,4,R,0,N,0.8746092319488525,False,0.8746092319488525,0.06719949841499329,0.01970539428293705,0.016002265736460686,0.022483602166175842
207:1078,1,V,0,N,0.1472623199224472,False,0.1472623199224472,0.6485723257064819,0.04495856538414955,0.03766471892595291,0.12154210358858109
207:1588,4,R,0,N,0.9221570491790771,False,0.9221570491790771,0.039030998945236206,0.014005624689161777,0.008578726090490818,0.016227584332227707
207:1821,1,V,0,N,0.1319975107908249,False,0.1319975107908249,0.7349531650543213,0.03880543261766434,0.014842833392322063,0.07940106093883514
207:2342,4,R,0,N,0.9216784834861755,False,0.9216784834861755,0.038173891603946686,0.016037890687584877,0.008114638738334179,0.015995079651474953
207:2593,1,V,0,N,0.22972150146961212,False,0.22972150146961212,0.5456998348236084,0.04550306126475334,0.06629588454961777,0.11277974396944046
207:3111,4,R,0,N,0.9416428208351135,False,0.9416428208351135,0.022471314296126366,0.01809081993997097,0.0073323724791407585,0.010462692007422447
207:3357,1,V,0,N,0.23276597261428833,False,0.23276597261428833,0.5043184757232666,0.04948430508375168,0.06716234982013702,0.14626891911029816
207:3857,4,R,0,N,0.968990683555603,False,0.968990683555603,0.007899323478341103,0.017575610429048538,0.0016190203605219722,0.003915370907634497
207:4092,1,V,0,N,0.21947720646858215,False,0.21947720646858215,0.5209776163101196,0.05789294093847275,0.06776852160692215,0.13388369977474213
207:4637,4,R,0,N,0.9295125603675842,False,0.9295125603675842,0.03032046929001808,0.016712430864572525,0.011288951151072979,0.012165606953203678
207:4889,1,V,0,N,0.22182615101337433,False,0.22182615101337433,0.5440614819526672,0.057320475578308105,0.052932240068912506,0.12385963648557663
207:5409,4,R,0,N,0.935214102268219,False,0.935214102268219,0.02299088053405285,0.020235853269696236,0.006664805579930544,0.014894376508891582
207:5648,1,V,0,N,0.18803511559963226,False,0.18803511559963226,0.6127047538757324,0.04963095113635063,0.032989565283060074,0.11663959920406342
207:6160,4,R,0,N,0.9325316548347473,False,0.9325316548347473,0.02846815623342991,0.016263864934444427,0.00907206628471613,0.013664262369275093
207:6408,1,V,0,N,0.1579168438911438,False,0.1579168438911438,0.695161759853363,0.04801587387919426,0.021450631320476532,0.07745489478111267
207:6939,4,R,0,N,0.905449390411377,False,0.905449390411377,0.047052785754203796,0.019521936774253845,0.01237495243549347,0.015600910410284996
207:7191,1,V,0,N,0.16661204397678375,False,0.16661204397678375,0.6440725922584534,0.042012911289930344,0.028335118666291237,0.11896733194589615
207:7700,4,R,0,N,0.9206525087356567,False,0.9206525087356567,0.031446535140275955,0.022480716928839684,0.008896482177078724,0.016523726284503937
207:8437,4,R,0,N,0.9562959671020508,False,0.9562959671020508,0.0165268387645483,0.011165308766067028,0.007506153546273708,0.008505754172801971
207:9215,4,R,0,N,0.8881646990776062,False,0.8881646990776062,0.049524106085300446,0.054284799844026566,0.005385966040194035,0.002640428952872753
207:9949,4,R,0,N,0.9335303902626038,False,0.9335303902626038,0.030469147488474846,0.020395761355757713,0.004571136087179184,0.011033555492758751
207:10196,1,V,0,N,0.28086647391319275,False,0.28086647391319275,0.43536069989204407,0.056821659207344055,0.07607003301382065,0.15088114142417908
207:10689,4,R,0,N,0.929312527179718,False,0.929312527179718,0.030221885070204735,0.022873280569911003,0.006091945804655552,0.011500386521220207
207:10939,1,V,0,N,0.2033533751964569,False,0.2033533751964569,0.6308537125587463,0.04028567671775818,0.045380979776382446,0.08012627065181732
207:11450,4,R,0,N,0.9161064028739929,False,0.9161064028739929,0.027918200939893723,0.021463241428136826,0.0066368854604661465,0.027875250205397606
207:11699,1,V,0,N,0.13361039757728577,False,0.13361039757728577,0.7323379516601562,0.04919373616576195,0.010864493437111378,0.07399340718984604
207:12197,4,R,0,N,0.917741596698761,False,0.917741596698761,0.030481135472655296,0.03334803506731987,0.0064228433184325695,0.012006377801299095
207:12936,4,R,0,N,0.8787563443183899,False,0.8787563443183899,0.050680577754974365,0.021449333056807518,0.016652433201670647,0.03246131166815758
207:13717,3,L,0,N,0.65960693359375,False,0.65960693359375,0.17698229849338531,0.007207839284092188,0.05614692345261574,0.10005602985620499
207:13967,1,V,0,N,0.378871887922287,False,0.378871887922287,0.49507713317871094,0.07125809788703918,0.01966140791773796,0.03513146936893463
207:14522,3,L,1,V,0.9285381436347961,False,0.05152971297502518,0.9285381436347961,0.008578851819038391,0.008046437986195087,0.003306860802695155
207:18825,4,R,0,N,0.8869974613189697,False,0.8869974613189697,0.06412477791309357,0.010815100744366646,0.011551592499017715,0.0265110544860363
207:19579,4,R,0,N,0.8201180696487427,False,0.8201180696487427,0.1063571348786354,0.056586552411317825,0.011413480155169964,0.005524777807295322
207:22117,4,R,0,N,0.83637535572052,False,0.83637535572052,0.08308859169483185,0.074099101126194,0.003836918156594038,0.002600059611722827
207:22383,1,V,0,N,0.1101933941245079,False,0.1101933941245079,0.6305438280105591,0.13763491809368134,0.02496408484876156,0.09666377305984497
207:22883,3,L,1,V,0.9763054847717285,False,0.01753121428191662,0.9763054847717285,0.0029372007120400667,0.002207197016105056,0.001018895534798503
207:23174,3,L,1,V,0.8780646324157715,False,0.06536921858787537,0.8780646324157715,0.03191707655787468,0.01314349565654993,0.011505603790283203
207:23502,3,L,0,N,0.17855635285377502,False,0.17855635285377502,0.6730350255966187,0.05808336287736893,0.05482689291238785,0.03549834340810776
207:24177,4,R,0,N,0.815013587474823,False,0.815013587474823,0.08892513066530228,0.05932264029979706,0.024007435888051987,0.012731216847896576
207:24535,3,L,1,V,0.9301815032958984,False,0.05113634467124939,0.9301815032958984,0.006408318877220154,0.005625929683446884,0.006647903472185135
207:24866,3,L,1,V,0.8755242228507996,False,0.08343184739351273,0.8755242228507996,0.018306562677025795,0.012410528026521206,0.010326812043786049
207:25185,3,L,1,V,0.8377084732055664,False,0.1005512997508049,0.8377084732055664,0.017762182280421257,0.025827918201684952,0.01815010793507099
207:25496,3,L,1,V,0.9007512927055359,False,0.05995998531579971,0.9007512927055359,0.013685803860425949,0.015641286969184875,0.009961648844182491
207:26164,3,L,0,N,0.2930768132209778,False,0.2930768132209778,0.6588948369026184,0.005275030620396137,0.02690655179321766,0.01584676094353199
207:26810,4,R,0,N,0.8988279104232788,False,0.8988279104232788,0.055594515055418015,0.02723097801208496,0.008544351905584335,0.009802252985537052
207:27458,4,R,0,N,0.8606334328651428,False,0.8606334328651428,0.07649591565132141,0.028852570801973343,0.017522180452942848,0.01649590954184532
207:27785,3,L,0,N,0.1857140213251114,False,0.1857140213251114,0.7401979565620422,0.017149683088064194,0.02918700873851776,0.02775132842361927
207:28717,4,R,0,N,0.7827662825584412,False,0.7827662825584412,0.07584178447723389,0.08306976407766342,0.022885790094733238,0.03543638065457344
207:28965,1,V,0,N,0.4398244023323059,False,0.4398244023323059,0.42531952261924744,0.0400286540389061,0.01876002922654152,0.07606738060712814
207:29455,4,R,0,N,0.8809643983840942,False,0.8809643983840942,0.05173470824956894,0.02901848405599594,0.014241804368793964,0.024040626361966133
207:29847,3,L,0,N,0.315807044506073,False,0.315807044506073,0.6161968111991882,0.009501715190708637,0.02883297950029373,0.029661457985639572
207:30567,4,R,0,N,0.7876537442207336,False,0.7876537442207336,0.08659710735082626,0.07182338088750839,0.023830875754356384,0.030094871297478676
207:31261,4,R,0,N,0.8244763612747192,False,0.8244763612747192,0.07520455121994019,0.055639542639255524,0.016867738217115402,0.02781180664896965
207:31614,3,L,0,N,0.3473408818244934,False,0.3473408818244934,0.5769296288490295,0.009199396707117558,0.04355432465672493,0.022975776344537735
207:31944,3,L,0,N,0.13034240901470184,False,0.13034240901470184,0.8174581527709961,0.015725549310445786,0.01963496021926403,0.016838910058140755
207:32284,3,L,0,N,0.29615524411201477,False,0.29615524411201477,0.5803011059761047,0.01674383133649826,0.04203330725431442,0.06476651132106781
207:32637,3,L,0,N,0.21179406344890594,False,0.21179406344890594,0.718425452709198,0.01416047289967537,0.028809301555156708,0.026810698211193085
207:32985,3,L,0,N,0.4191809892654419,False,0.4191809892654419,0.47104546427726746,0.012793696485459805,0.04533371329307556,0.05164613574743271
207:33339,3,L,0,N,0.2624261975288391,False,0.2624261975288391,0.651324450969696,0.016205061227083206,0.0390588752925396,0.030985413119196892
207:33996,4,R,0,N,0.7865379452705383,False,0.7865379452705383,0.1283581405878067,0.04734298214316368,0.015361781232059002,0.02239917404949665
207:34347,3,L,0,N,0.39433762431144714,False,0.39433762431144714,0.5055854916572571,0.00825776718556881,0.06781372427940369,0.024005385115742683
207:34708,3,L,0,N,0.3674042224884033,False,0.3674042224884033,0.5294455289840698,0.011613769456744194,0.04589013010263443,0.04564635083079338
207:35076,3,L,0,N,0.30313292145729065,False,0.30313292145729065,0.6143151521682739,0.01174909994006157,0.04369582235813141,0.02710699662566185
207:35420,3,L,0,N,0.29726672172546387,False,0.29726672172546387,0.6094399094581604,0.013855730183422565,0.03881027176976204,0.04062734171748161
207:35760,3,L,0,N,0.3196503221988678,False,0.3196503221988678,0.6004753708839417,0.013088901527225971,0.03651595115661621,0.030269470065832138
207:36105,3,L,0,N,0.28853002190589905,False,0.28853002190589905,0.6395273804664612,0.010612240061163902,0.034772347658872604,0.026558013632893562
207:36439,3,L,0,N,0.3415275812149048,False,0.3415275812149048,0.5509566068649292,0.013556492514908314,0.04257824644446373,0.05138106271624565
207:36792,3,L,0,N,0.3978725075721741,False,0.3978725075721741,0.50968998670578,0.011297829449176788,0.04480741545557976,0.036332253366708755
207:37147,3,L,0,N,0.33056962490081787,False,0.33056962490081787,0.5933815836906433,0.011509035713970661,0.034981634467840195,0.029558099806308746
207:37500,3,L,0,N,0.4087775945663452,False,0.4087775945663452,0.4815831482410431,0.01136971265077591,0.047712549567222595,0.050557006150484085
207:37848,3,L,0,N,0.22623495757579803,False,0.22623495757579803,0.7105168104171753,0.01573788933455944,0.022345643490552902,0.025164710357785225
207:38182,3,L,0,N,0.3432270586490631,False,0.3432270586490631,0.5723534226417542,0.013201945461332798,0.037431906908750534,0.033785630017519
207:38509,3,L,0,N,0.3208339512348175,False,0.3208339512348175,0.592906653881073,0.018556976690888405,0.03458017855882645,0.03312220051884651
207:38867,3,L,0,N,0.37022584676742554,False,0.37022584676742554,0.4953518211841583,0.019990667700767517,0.03511315956711769,0.07931853085756302
207:39234,3,L,0,N,0.41690272092819214,False,0.41690272092819214,0.45646920800209045,0.014730758965015411,0.04136427491903305,0.07053303718566895
