sample_id,true_index,true_label,pred_index,pred_label,confidence,correct,prob_N,prob_V,prob_A,prob_L,prob_R
119:404047,0,N,2,A,0.6999453902244568,False,0.2963983416557312,0.0016399405431002378,0.6999453902244568,0.0005340283387340605,0.0014822722878307104
119:434620,0,N,2,A,0.760036051273346,False,0.23419182002544403,0.0012651813449338078,0.760036051273346,0.0011047603329643607,0.003402169095352292
207:312,1,V,0,N,0.5252346396446228,False,0.5252346396446228,0.29673704504966736,0.034277476370334625,0.01763969287276268,0.12611114978790283
207:835,4,R,0,N,0.9539342522621155,False,0.9539342522621155,0.016332080587744713,0.01022734958678484,0.001689342549070716,0.017816973850131035
207:1078,1,V,0,N,0.3061244487762451,False,0.3061244487762451,0.28544703125953674,0.04562310129404068,0.09795552492141724,0.2648499011993408
207:1588,4,R,0,N,0.9557313919067383,False,0.9557313919067383,0.015391151420772076,0.014567393809556961,0.001241495250724256,0.013068568892776966
207:1821,1,V,0,N,0.500500500202179,False,0.500500500202179,0.27896857261657715,0.04187453165650368,0.02800878882408142,0.1506475806236267
207:2342,4,R,0,N,0.9637778401374817,False,0.9637778401374817,0.01370912790298462,0.008999578654766083,0.000795467640273273,0.012717974372208118
207:2593,1,V,0,N,0.3706740438938141,False,0.3706740438938141,0.3053858280181885,0.03736301511526108,0.09190294146537781,0.19467416405677795
207:3111,4,R,0,N,0.9561693072319031,False,0.9561693072319031,0.011282895691692829,0.015461044386029243,0.0013659120304509997,0.01572081446647644
207:3357,1,V,0,N,0.3503773510456085,False,0.3503773510456085,0.2930283546447754,0.05094757676124573,0.09248511493206024,0.2131616175174713
207:3857,4,R,0,N,0.9660823345184326,False,0.9660823345184326,0.00448262644931674,0.023926978930830956,0.0004316343110986054,0.0050764200277626514
207:4092,1,V,0,N,0.35250023007392883,False,0.35250023007392883,0.27494287490844727,0.055099453777074814,0.09504062682390213,0.22241680324077606
207:4637,4,R,0,N,0.9492378830909729,False,0.9492378830909729,0.01764082908630371,0.01829540729522705,0.0013760451693087816,0.01344985980540514
207:4889,1,V,0,N,0.3646714389324188,False,0.3646714389324188,0.2581709027290344,0.05519721657037735,0.08960247039794922,0.2323579639196396
207:5409,4,R,0,N,0.9577193856239319,False,0.9577193856239319,0.009637131355702877,0.018488358706235886,0.0008968901238404214,0.013258221559226513
207:5648,1,V,0,N,0.3719513714313507,False,0.3719513714313507,0.2732246518135071,0.05491058528423309,0.07158101350069046,0.22833237051963806
207:6160,4,R,0,N,0.9532902836799622,False,0.9532902836799622,0.01589221879839897,0.016106558963656425,0.0012655718019232154,0.013445374555885792
207:6408,1,V,0,N,0.4263235330581665,False,0.4263235330581665,0.3010556101799011,0.05518900230526924,0.03821292892098427,0.17921891808509827
207:6939,4,R,0,N,0.9628109931945801,False,0.9628109931945801,0.014266293495893478,0.006891903001815081,0.0014677029103040695,0.014563126489520073
207:7191,1,V,0,N,0.4063275456428528,False,0.4063275456428528,0.3139380216598511,0.03519291430711746,0.06972979009151459,0.1748117357492447
207:7700,4,R,0,N,0.960011899471283,False,0.960011899471283,0.009752645157277584,0.01270840410143137,0.0011882537510246038,0.016338810324668884
207:7937,1,V,0,N,0.4225502610206604,False,0.4225502610206604,0.3004077672958374,0.039019759744405746,0.045393265783786774,0.19262896478176117
207:8437,4,R,0,N,0.9575799107551575,False,0.9575799107551575,0.01315881498157978,0.013668093830347061,0.0012053530663251877,0.014387838542461395
207:8694,1,V,0,N,0.25571393966674805,False,0.25571393966674805,0.3783573806285858,0.09185174852609634,0.12577775120735168,0.14829914271831512
207:9215,4,R,0,N,0.7307764291763306,False,0.7307764291763306,0.037397656589746475,0.21056538820266724,0.0029689627699553967,0.018291549757122993
207:9949,4,R,0,N,0.8390154838562012,False,0.8390154838562012,0.04281773045659065,0.10705201327800751,0.002235713880509138,0.008879079483449459
207:10196,1,V,0,N,0.3448227047920227,False,0.3448227047920227,0.28757357597351074,0.04612978175282478,0.10858453065156937,0.2128894180059433
207:10689,4,R,0,N,0.9672027826309204,False,0.9672027826309204,0.010134515352547169,0.00930673349648714,0.0010292407823726535,0.012326736003160477
207:10939,1,V,0,N,0.41933122277259827,False,0.41933122277259827,0.28306183218955994,0.035699933767318726,0.07226109504699707,0.189645916223526
207:11450,4,R,0,N,0.9425349235534668,False,0.9425349235534668,0.01007816381752491,0.032180748879909515,0.0013235796941444278,0.013882556930184364
207:11699,1,V,0,N,0.47073182463645935,False,0.47073182463645935,0.1731622815132141,0.06977500766515732,0.03981567919254303,0.2465152144432068
207:12197,4,R,0,N,0.9598392248153687,False,0.9598392248153687,0.00989024993032217,0.011100550182163715,0.0010130387963727117,0.01815691962838173
207:12436,1,V,0,N,0.3748473525047302,False,0.3748473525047302,0.30467891693115234,0.047682009637355804,0.029049471020698547,0.24374225735664368
207:12936,4,R,0,N,0.9518564939498901,False,0.9518564939498901,0.01697167009115219,0.014122062362730503,0.002534624421969056,0.014515172690153122
207:13717,3,L,0,N,0.7638147473335266,False,0.7638147473335266,0.1851392388343811,0.0014487141743302345,0.033043794333934784,0.016553496941924095
207:13967,1,V,0,N,0.6960589289665222,False,0.6960589289665222,0.09827122837305069,0.04376668855547905,0.11938228458166122,0.04252089560031891
207:14522,3,L,1,V,0.6050886511802673,False,0.3594970107078552,0.6050886511802673,0.005055341403931379,0.016973862424492836,0.013385165482759476
207:18825,4,R,0,N,0.9342044591903687,False,0.9342044591903687,0.025677913799881935,0.008878679014742374,0.0019112307345494628,0.02932770550251007
207:19579,4,R,0,N,0.8477426171302795,False,0.8477426171302795,0.07114976644515991,0.047376420348882675,0.004804234020411968,0.02892695553600788
207:22117,4,R,0,N,0.6885459423065186,False,0.6885459423065186,0.07446639984846115,0.2021220177412033,0.005518635734915733,0.029346995055675507
207:22383,1,V,4,R,0.3240800201892853,False,0.27539414167404175,0.281562864780426,0.07641815394163132,0.04254481568932533,0.3240800201892853
207:22883,3,L,1,V,0.6048704385757446,False,0.3750823736190796,0.6048704385757446,0.0029837919864803553,0.006949246395379305,0.010114138945937157
207:23174,3,L,1,V,0.8395156860351562,False,0.13939128816127777,0.8395156860351562,0.005660845898091793,0.01004750095307827,0.005384676158428192
207:23502,3,L,0,N,0.4701167643070221,False,0.4701167643070221,0.5040188431739807,0.0022957995533943176,0.0044419169425964355,0.019126703962683678
207:24177,4,R,0,N,0.8588652014732361,False,0.8588652014732361,0.07772312313318253,0.03323274850845337,0.023003457114100456,0.007175491191446781
207:24535,3,L,0,N,0.4488198161125183,False,0.4488198161125183,0.5347954630851746,0.0014128590701147914,0.003636202309280634,0.011335639283061028
207:24866,3,L,1,V,0.7254927158355713,False,0.2554553747177124,0.7254927158355713,0.001494636875577271,0.004732750356197357,0.01282450184226036
207:25185,3,L,1,V,0.6725883483886719,False,0.3112945854663849,0.6725883483886719,0.001815184485167265,0.004384600091725588,0.009917283430695534
207:25496,3,L,1,V,0.6589825749397278,False,0.32075464725494385,0.6589825749397278,0.002687507076188922,0.005280067678540945,0.01229520607739687
207:26164,3,L,0,N,0.6976415514945984,False,0.6976415514945984,0.25813165307044983,0.0008000161615200341,0.009424552321434021,0.034002240747213364
207:26399,1,V,0,N,0.653494656085968,False,0.653494656085968,0.11736587435007095,0.047297410666942596,0.018161239102482796,0.1636807918548584
207:26810,4,R,0,N,0.9621827006340027,False,0.9621827006340027,0.019552379846572876,0.007877900265157223,0.0015359113458544016,0.008851135149598122
207:27458,4,R,0,N,0.9578960537910461,False,0.9578960537910461,0.016911819577217102,0.008160889148712158,0.002933466574177146,0.014097785577178001
207:27785,3,L,1,V,0.649957001209259,False,0.3342211842536926,0.649957001209259,0.000670569424983114,0.006246919743716717,0.008904319256544113
207:28717,4,R,0,N,0.943547248840332,False,0.943547248840332,0.030442673712968826,0.005147369112819433,0.019023163244128227,0.0018395727965980768
207:28965,1,V,0,N,0.7134607434272766,False,0.7134607434272766,0.225245401263237,0.014238293282687664,0.018154364079236984,0.028901224955916405
207:29115,1,V,0,N,0.41197484731674194,False,0.41197484731674194,0.5086061358451843,0.05867936462163925,0.015280102379620075,0.005459556356072426
207:29455,4,R,0,N,0.9661204218864441,False,0.9661204218864441,0.013443853706121445,0.010320539586246014,0.0023985716979950666,0.007716634310781956
207:29847,3,L,0,N,0.5138002634048462,False,0.5138002634048462,0.46152058243751526,0.0006994205759838223,0.006664806976914406,0.01731494814157486
207:30567,4,R,0,N,0.924469530582428,False,0.924469530582428,0.039725009351968765,0.014520962722599506,0.013817599974572659,0.007466873619705439
207:31261,4,R,0,N,0.9665421843528748,False,0.9665421843528748,0.01345581840723753,0.008938008919358253,0.005596652161329985,0.005467315204441547
207:31614,3,L,0,N,0.45930060744285583,False,0.45930060744285583,0.5263267755508423,0.0003960827016271651,0.00534922955557704,0.00862733181566
207:31944,3,L,1,V,0.6623477339744568,False,0.3253442645072937,0.6623477339744568,0.0008347320253960788,0.003146575763821602,0.00832669623196125
207:32284,3,L,0,N,0.4328678846359253,False,0.4328678846359253,0.548227071762085,0.0005916360532864928,0.007790642324835062,0.010522753931581974
207:32637,3,L,0,N,0.42412298917770386,False,0.42412298917770386,0.5595603585243225,0.00047466211253777146,0.005492330063134432,0.010349654592573643
207:32985,3,L,0,N,0.5134173035621643,False,0.5134173035621643,0.466884583234787,0.0006030227523297071,0.009382575750350952,0.00971248559653759
207:33339,3,L,0,N,0.4004789888858795,False,0.4004789888858795,0.5817819237709045,0.0005689322715625167,0.009259345009922981,0.007910817861557007
207:33996,4,R,0,N,0.969706654548645,False,0.969706654548645,0.011380327865481377,0.003386229043826461,0.003458123654127121,0.012068682350218296
207:34347,3,L,0,N,0.45191264152526855,False,0.45191264152526855,0.5240451693534851,0.0006951657123863697,0.01686035841703415,0.0064866868779063225
207:34708,3,L,0,N,0.5291439294815063,False,0.5291439294815063,0.4468304514884949,0.0005285362713038921,0.012812470085918903,0.010684611275792122
207:35076,3,L,0,N,0.46850404143333435,False,0.46850404143333435,0.5130047798156738,0.00045707187382504344,0.009888678789138794,0.008145407773554325
207:35420,3,L,0,N,0.420470654964447,False,0.420470654964447,0.5622866153717041,0.0005080827977508307,0.008986786007881165,0.0077478536404669285
207:35760,3,L,0,N,0.5062575936317444,False,0.5062575936317444,0.47696906328201294,0.0004555722407530993,0.005734801758080721,0.010582979768514633
207:36105,3,L,0,N,0.44961312413215637,False,0.44961312413215637,0.5348761081695557,0.00040268959128297865,0.0070712207816541195,0.008036866784095764
207:36439,3,L,0,N,0.4896191656589508,False,0.4896191656589508,0.48864224553108215,0.000659260549582541,0.010360751301050186,0.010718571953475475
207:36792,3,L,0,N,0.5605702996253967,False,0.5605702996253967,0.4191495478153229,0.00045986915938556194,0.009059817530214787,0.010760453529655933
207:37147,3,L,0,N,0.5614625215530396,False,0.5614625215530396,0.4204215705394745,0.00036905708839185536,0.006463412195444107,0.011283427476882935
207:37500,3,L,0,N,0.5326902866363525,False,0.5326902866363525,0.44510582089424133,0.0005954039515927434,0.012901579029858112,0.008706890977919102
