sample_id,true_index,true_label,pred_index,pred_label,confidence,correct,prob_N,prob_V,prob_A,prob_L,prob_R
104:27184,0,N,3,L,0.4515088200569153,False,0.23353657126426697,0.23212537169456482,0.07305838167667389,0.4515088200569153,0.009770844131708145
104:32734,0,N,3,L,0.5545881986618042,False,0.39170584082603455,0.019948795437812805,0.03336658701300621,0.5545881986618042,0.00039056752575561404
104:35359,0,N,3,L,0.5092163681983948,False,0.2451474666595459,0.17720241844654083,0.06214515492320061,0.5092163681983948,0.006288621574640274
104:37977,0,N,3,L,0.5635063052177429,False,0.2740475833415985,0.10748635232448578,0.05151624232530594,0.5635063052177429,0.0034435323905199766
104:40302,0,N,3,L,0.4515507221221924,False,0.31246301531791687,0.14058174192905426,0.08496993780136108,0.4515507221221924,0.010434606112539768
104:43244,0,N,3,L,0.6438089609146118,False,0.288783460855484,0.03734412416815758,0.029726754873991013,0.6438089609146118,0.00033669150434434414
104:58669,0,N,3,L,0.48952940106391907,False,0.31726592779159546,0.14343787729740143,0.04862203076481819,0.48952940106391907,0.0011447775177657604
104:58951,0,N,3,L,0.7423632144927979,False,0.20904186367988586,0.030400509014725685,0.017966406419873238,0.7423632144927979,0.00022801033628638834
104:69994,0,N,3,L,0.49875015020370483,False,0.434667706489563,0.02370796725153923,0.04238014668226242,0.49875015020370483,0.0004940138896927238
104:76428,0,N,3,L,0.6357459425926208,False,0.28365057706832886,0.049934618175029755,0.03047139383852482,0.6357459425926208,0.00019747346232179552
104:76700,0,N,3,L,0.6065398454666138,False,0.3433004915714264,0.021851247176527977,0.02811119705438614,0.6065398454666138,0.00019721462740562856
104:76968,0,N,3,L,0.6136639714241028,False,0.34302395582199097,0.01742163859307766,0.025686388835310936,0.6136639714241028,0.0002040503895841539
104:77257,0,N,3,L,0.7406772375106812,False,0.22650419175624847,0.016852939501404762,0.01576073281466961,0.7406772375106812,0.00020489942107815295
104:77548,0,N,3,L,0.7155038714408875,False,0.2328016459941864,0.030758941546082497,0.02071649581193924,0.7155038714408875,0.00021906236361246556
104:78425,0,N,3,L,0.5656186938285828,False,0.386863648891449,0.014404749497771263,0.03246932476758957,0.5656186938285828,0.0006435547256842256
104:79260,0,N,3,L,0.6418753862380981,False,0.3074416220188141,0.02376634255051613,0.026646915823221207,0.6418753862380981,0.0002697550517041236
104:79554,0,N,3,L,0.6348602175712585,False,0.3154752850532532,0.02235937863588333,0.026973560452461243,0.6348602175712585,0.00033158069709315896
104:80136,0,N,3,L,0.739879846572876,False,0.22545470297336578,0.017479173839092255,0.016902435570955276,0.739879846572876,0.00028383886092342436
104:80430,0,N,3,L,0.7768215537071228,False,0.18838489055633545,0.020602606236934662,0.013966954313218594,0.7768215537071228,0.00022400221496354789
104:80721,0,N,3,L,0.6851907968521118,False,0.273488312959671,0.01867290958762169,0.022222189232707024,0.6851907968521118,0.00042580056469887495
104:80999,0,N,3,L,0.5287584662437439,False,0.40726181864738464,0.023494940251111984,0.04004058241844177,0.5287584662437439,0.0004441841447260231
104:81267,0,N,3,L,0.5533677935600281,False,0.38859403133392334,0.021761232987046242,0.035970427095890045,0.5533677935600281,0.00030652908026240766
104:81553,0,N,3,L,0.6998655200004578,False,0.24546635150909424,0.03163962811231613,0.022762155160307884,0.6998655200004578,0.0002663735067471862
104:81845,0,N,3,L,0.7049875259399414,False,0.26133865118026733,0.015406304970383644,0.01798204705119133,0.7049875259399414,0.0002854689955711365
104:82134,0,N,3,L,0.5540172457695007,False,0.4005785882472992,0.01404845155775547,0.030831649899482727,0.5540172457695007,0.0005240385071374476
104:101187,0,N,3,L,0.6448872089385986,False,0.2895430326461792,0.034904807806015015,0.030202804133296013,0.6448872089385986,0.0004621332627721131
104:101478,0,N,3,L,0.5865497589111328,False,0.37112030386924744,0.015255386009812355,0.02674947865307331,0.5865497589111328,0.00032505663693882525
104:102062,0,N,3,L,0.7390120625495911,False,0.21785014867782593,0.02386924996972084,0.01880265772342682,0.7390120625495911,0.0004658637335523963
104:102893,0,N,3,L,0.6785218119621277,False,0.27185487747192383,0.02652750164270401,0.02289087139070034,0.6785218119621277,0.00020495380158536136
104:103176,0,N,3,L,0.5337483882904053,False,0.40645334124565125,0.020931601524353027,0.03842325881123543,0.5337483882904053,0.00044338873703964055
104:103751,0,N,3,L,0.7244182825088501,False,0.22714434564113617,0.028119366616010666,0.020023468881845474,0.7244182825088501,0.0002945267187897116
104:105172,0,N,3,L,0.7208905816078186,False,0.23676013946533203,0.02157473750412464,0.020240386947989464,0.7208905816078186,0.000534136313945055
104:105741,0,N,3,L,0.6554573774337769,False,0.3002600371837616,0.01915162242949009,0.024701982736587524,0.6554573774337769,0.0004289618518669158
104:106039,0,N,3,L,0.5615233778953552,False,0.3889174163341522,0.014687493443489075,0.03381815925240517,0.5615233778953552,0.0010535437613725662
104:107175,0,N,3,L,0.5526004433631897,False,0.3695889413356781,0.03737948462367058,0.04022004082798958,0.5526004433631897,0.00021106828353367746
104:129379,0,N,3,L,0.5954952836036682,False,0.3151612877845764,0.05078360438346863,0.038092371076345444,0.5954952836036682,0.00046748018939979374
104:129950,0,N,3,L,0.6902804970741272,False,0.2676161527633667,0.020454484969377518,0.021225376054644585,0.6902804970741272,0.00042349653085693717
104:130770,0,N,3,L,0.5242663621902466,False,0.424146443605423,0.01712249219417572,0.034098364412784576,0.5242663621902466,0.00036630884278565645
